Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Anomaly_type,Leakage
INV103481,CUST004079,SVC6056,AGT088,Paid,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,566.82,30,2025,6,8,2025,6,7,2025,7,7,31,No anomaly,No
INV101411,CUST004943,SVC9385,AGT104,Pending,Plan Change,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Metro-A,10,0.27,30,2023,10,1,2023,9,28,2023,10,28,31,No anomaly,No
INV108377,CUST002731,SVC4585,AGT053,Paid,Bill Payment,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-West,200,60.25,30,2023,10,10,2023,10,5,2023,11,4,31,No anomaly,No
INV102379,CUST006962,SVC1600,AGT031,Pending,New Connection,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-East,150,101.93,30,2024,1,21,2024,1,17,2024,2,16,31,No anomaly,No
INV100423,CUST007359,SVC2275,AGT133,Pending,Renewal,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Metro-B,150,83.74,31,2023,9,3,2023,8,30,2023,9,30,32,No anomaly,No
INV103435,CUST007641,SVC1132,AGT063,Pending,Bill Payment,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-North,150,47.83,31,2024,12,27,2024,12,23,2025,1,23,32,No anomaly,No
INV100361,CUST003143,SVC9246,AGT079,Pending,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Rural-Zone,100,12.25,30,2023,9,13,2023,9,10,2023,10,10,31,No anomaly,No
INV105571,CUST001325,SVC1818,AGT139,Pending,Renewal,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-North,5,3.9,31,2024,12,15,2024,12,10,2025,1,10,32,Usage mismatch,No
INV103292,CUST003832,SVC2447,AGT122,Pending,New Connection,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-East,15,10.68,30,2025,7,13,2025,7,12,2025,8,11,31,No anomaly,No
INV101250,CUST007446,SVC8979,AGT064,Pending,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-East,40,26.14,28,2024,11,29,2024,11,28,2024,12,26,29,No anomaly,No
INV102208,CUST003358,SVC7529,AGT001,Pending,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-North,750,28.33,28,2024,1,31,2024,1,29,2024,2,26,29,No anomaly,No
INV104612,CUST001217,SVC9445,AGT057,Pending,Renewal,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-West,40,32.12,31,2025,3,5,2025,3,2,2025,4,2,32,No anomaly,No
INV101053,CUST004128,SVC6858,AGT120,Pending,Renewal,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-South,5,3.3,30,2023,9,28,2023,9,23,2023,10,23,31,No anomaly,No
INV100552,CUST000845,SVC9529,AGT080,Pending,New Connection,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Rural-Zone,75,63.35,30,2024,2,1,2024,1,29,2024,2,28,31,No anomaly,No
INV101917,CUST001515,SVC1986,AGT123,Pending,New Connection,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-B,1000,339.87,28,2024,7,21,2024,7,16,2024,8,13,29,No anomaly,No
INV105816,CUST005113,SVC1345,AGT118,Pending,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-North,500,194.66,28,2024,1,22,2024,1,17,2024,2,14,29,No anomaly,No
INV103301,CUST007650,SVC7299,AGT065,Pending,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-East,50,4.62,30,2025,7,17,2025,7,12,2025,8,11,31,No anomaly,No
INV105819,CUST003592,SVC3065,AGT117,Paid,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,139.46,30,2025,5,8,2025,5,4,2025,6,3,31,No anomaly,No
INV104920,CUST007089,SVC4459,AGT063,Pending,Bill Payment,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-North,25,20.7,28,2025,7,6,2025,7,5,2025,8,2,29,No anomaly,No
INV105094,CUST007755,SVC2933,AGT063,Pending,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-North,25,10.97,28,2024,12,19,2024,12,16,2025,1,13,29,No anomaly,No
INV101148,CUST006835,SVC3467,AGT010,Pending,Renewal,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-East,150,105.52,28,2024,2,25,2024,2,21,2024,3,20,29,No anomaly,No
INV100437,CUST004581,SVC8925,AGT065,Pending,Renewal,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-North,750,127.34,30,2023,12,4,2023,11,30,2023,12,30,31,No anomaly,No
INV103921,CUST004023,SVC9393,AGT025,Pending,Plan Change,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-North,1000,371.21,28,2024,2,18,2024,2,17,2024,3,16,29,No anomaly,No
INV102433,CUST002184,SVC8745,AGT095,Pending,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-South,200,57.03,31,2025,1,17,2025,1,13,2025,2,13,32,Usage mismatch,No
INV102749,CUST000684,SVC9235,AGT150,Paid,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-South,1000,244.32,30,2025,5,29,2025,5,24,2025,6,23,31,No anomaly,No
INV105985,CUST006277,SVC5175,AGT148,Paid,Bill Payment,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-South,200,86.48,30,2024,1,9,2024,1,5,2024,2,4,31,No anomaly,No
INV100296,CUST001644,SVC5777,AGT145,Pending,Renewal,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-East,25,0.19,28,2024,4,22,2024,4,21,2024,5,19,29,No anomaly,No
INV103071,CUST006017,SVC1739,AGT092,Pending,Recharge,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,32.47,30,2024,6,29,2024,6,26,2024,7,26,31,No anomaly,No
INV102277,CUST002587,SVC7630,AGT025,Pending,New Connection,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-South,15,9.41,30,2023,11,25,2023,11,23,2023,12,23,31,No anomaly,No
INV108671,CUST003315,SVC1663,AGT071,Paid,Renewal,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Rural-Zone,15,5.37,30,2024,2,2,2024,2,1,2024,3,2,31,No anomaly,No
INV108459,CUST005777,SVC2175,AGT113,Paid,Renewal,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-West,1000,598.62,30,2024,4,26,2024,4,23,2024,5,23,31,No anomaly,No
INV100459,CUST002458,SVC5111,AGT144,Pending,Bill Payment,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-South,15,11.19,31,2025,8,30,2025,8,25,2025,9,25,32,No anomaly,No
INV105385,CUST006969,SVC6064,AGT128,Pending,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-A,25,10.45,30,2025,8,23,2025,8,20,2025,9,19,31,No anomaly,No
INV101099,CUST003636,SVC8581,AGT005,Pending,Recharge,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-South,40,32.21,31,2024,8,15,2024,8,12,2024,9,12,32,No anomaly,No
INV102273,CUST003508,SVC2676,AGT067,Pending,Bill Payment,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-South,15,14.15,30,2024,2,1,2024,1,27,2024,2,26,31,No anomaly,No
INV104027,CUST001148,SVC3699,AGT078,Pending,Renewal,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,4.17,31,2024,12,27,2024,12,25,2025,1,25,32,No anomaly,No
INV105118,CUST006564,SVC4952,AGT003,Paid,New Connection,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-West,40,21.53,30,2024,8,18,2024,8,16,2024,9,15,31,No anomaly,No
INV104266,CUST004459,SVC5362,AGT097,Paid,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-A,40,14.04,30,2024,4,1,2024,3,29,2024,4,28,31,No anomaly,No
INV105862,CUST005846,SVC2866,AGT088,Pending,Plan Change,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-East,750,489.15,31,2024,3,29,2024,3,28,2024,4,28,32,No anomaly,No
INV108774,CUST005808,SVC1058,AGT001,Paid,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,268.75,30,2023,11,6,2023,11,5,2023,12,5,31,No anomaly,No
INV104108,CUST006625,SVC8924,AGT082,Paid,New Connection,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,72.68,30,2024,1,7,2024,1,4,2024,2,3,31,No anomaly,No
INV103523,CUST002534,SVC5338,AGT042,Paid,Recharge,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-South,30,27.87,30,2023,10,26,2023,10,24,2023,11,23,31,No anomaly,No
INV100878,CUST001832,SVC5244,AGT030,Pending,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-A,750,576.02,31,2025,1,29,2025,1,24,2025,2,24,32,No anomaly,No
INV102631,CUST000398,SVC6137,AGT026,Pending,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-North,75,12.29,31,2025,7,22,2025,7,20,2025,8,20,32,Usage mismatch,No
INV101123,CUST002309,SVC7987,AGT114,Paid,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Rural-Zone,500,175.53,30,2024,5,7,2024,5,3,2024,6,2,31,No anomaly,No
INV100723,CUST005306,SVC3540,AGT127,Pending,Bill Payment,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,32.13,31,2024,12,20,2024,12,17,2025,1,17,32,No anomaly,No
INV104185,CUST006179,SVC6044,AGT149,Paid,New Connection,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-B,200,37.37,30,2025,4,2,2025,3,28,2025,4,27,31,No anomaly,No
INV102769,CUST002301,SVC9871,AGT056,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-West,500,59.97,30,2024,6,3,2024,5,31,2024,6,30,31,No anomaly,No
INV103601,CUST000560,SVC8601,AGT137,Pending,Plan Change,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,631.08,31,2024,4,4,2024,3,30,2024,4,30,32,Usage mismatch,No
INV104250,CUST004186,SVC8626,AGT052,Pending,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,212.83,28,2025,2,8,2025,2,3,2025,3,3,29,No anomaly,No
INV100063,CUST001738,SVC6813,AGT067,Pending,Renewal,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-East,25,4.32,30,2024,8,21,2024,8,17,2024,9,16,31,No anomaly,No
INV102329,CUST001749,SVC3535,AGT048,Pending,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,46.77,31,2025,7,28,2025,7,24,2025,8,24,32,Usage mismatch,No
INV100932,CUST001571,SVC7851,AGT141,Paid,Renewal,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Rural-Zone,10,0.42,30,2024,1,4,2023,12,30,2024,1,29,31,No anomaly,No
INV105180,CUST003604,SVC3030,AGT132,Pending,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,12.6,28,2024,3,21,2024,3,20,2024,4,17,29,No anomaly,No
INV101512,CUST001725,SVC4943,AGT119,Pending,Plan Change,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Metro-B,10,6.33,28,2024,6,8,2024,6,6,2024,7,4,29,No anomaly,No
INV103768,CUST005692,SVC7241,AGT053,Pending,Renewal,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-West,30,8.68,31,2024,8,19,2024,8,17,2024,9,17,32,No anomaly,No
INV103311,CUST006269,SVC6745,AGT101,Pending,Renewal,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-North,150,126.12,28,2024,11,25,2024,11,21,2024,12,19,29,No anomaly,No
INV105818,CUST004963,SVC7244,AGT027,Pending,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-East,200,151.09,31,2024,12,22,2024,12,17,2025,1,17,32,No anomaly,No
INV102735,CUST000714,SVC5845,AGT103,Pending,New Connection,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-B,15,1.29,28,2025,5,27,2025,5,25,2025,6,22,29,No anomaly,No
INV103679,CUST005168,SVC2467,AGT042,Pending,Renewal,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-A,40,36.18,28,2023,9,13,2023,9,8,2023,10,6,29,No anomaly,No
INV102968,CUST001611,SVC4572,AGT019,Pending,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-West,200,90.83,31,2025,6,22,2025,6,17,2025,7,18,32,No anomaly,No
INV100924,CUST005788,SVC2688,AGT129,Pending,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-B,30,5.65,31,2023,11,28,2023,11,26,2023,12,27,32,No anomaly,No
INV101236,CUST000749,SVC4113,AGT017,Pending,Plan Change,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-North,15,7.87,30,2023,10,19,2023,10,14,2023,11,13,31,No anomaly,No
INV102446,CUST003359,SVC8397,AGT007,Pending,Recharge,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-East,10,0.84,31,2024,9,2,2024,8,30,2024,9,30,32,Usage mismatch,No
INV104209,CUST007326,SVC6174,AGT063,Pending,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-A,200,9.99,30,2025,7,10,2025,7,7,2025,8,6,31,No anomaly,No
INV102997,CUST000155,SVC7382,AGT026,Pending,Recharge,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-North,30,1.83,28,2023,12,23,2023,12,20,2024,1,17,29,No anomaly,No
INV104582,CUST005153,SVC5076,AGT073,Pending,Recharge,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-North,10,4.21,31,2025,1,18,2025,1,17,2025,2,17,32,Usage mismatch,No
INV105262,CUST003700,SVC4199,AGT123,Pending,Plan Change,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-West,750,19.67,28,2024,2,14,2024,2,10,2024,3,9,29,No anomaly,No
INV103991,CUST004319,SVC6735,AGT135,Pending,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-North,10,6.13,28,2024,7,16,2024,7,14,2024,8,11,29,No anomaly,No
INV102838,CUST007219,SVC8365,AGT093,Pending,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,18.63,30,2024,7,15,2024,7,11,2024,8,10,31,No anomaly,No
INV105994,CUST005870,SVC4609,AGT108,Pending,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-East,25,7.59,30,2024,4,27,2024,4,23,2024,5,23,31,No anomaly,No
INV108609,CUST007569,SVC5575,AGT129,Paid,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-B,750,579.29,30,2025,2,2,2025,1,29,2025,2,28,31,No anomaly,No
INV104187,CUST005024,SVC2930,AGT031,Pending,Plan Change,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Rural-Zone,200,172.45,30,2025,2,24,2025,2,20,2025,3,22,31,No anomaly,No
INV101983,CUST001155,SVC8145,AGT038,Paid,Plan Change,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,53.1,30,2024,3,27,2024,3,24,2024,4,23,31,No anomaly,No
INV100817,CUST004949,SVC3258,AGT140,Pending,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,181.11,28,2024,6,27,2024,6,24,2024,7,22,29,No anomaly,No
INV101775,CUST004824,SVC9458,AGT102,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-South,750,77.2,30,2024,2,17,2024,2,16,2024,3,17,31,No anomaly,No
INV101005,CUST005191,SVC8387,AGT042,Pending,Plan Change,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-A,100,84.52,31,2025,5,7,2025,5,3,2025,6,3,32,No anomaly,No
INV100321,CUST006315,SVC1530,AGT047,Pending,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,12.12,30,2024,8,10,2024,8,9,2024,9,8,31,No anomaly,No
INV104967,CUST005936,SVC6426,AGT047,Pending,New Connection,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-A,500,260.22,30,2024,7,6,2024,7,1,2024,7,31,31,No anomaly,No
INV101133,CUST007078,SVC9014,AGT106,Pending,Plan Change,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-North,10,7.98,31,2024,1,1,2023,12,30,2024,1,30,32,Usage mismatch,No
INV100429,CUST004185,SVC5333,AGT043,Paid,Renewal,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-East,40,23.68,30,2024,11,15,2024,11,10,2024,12,10,31,No anomaly,No
INV101708,CUST002764,SVC4414,AGT138,Paid,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,204.94,30,2024,2,4,2024,2,1,2024,3,2,31,No anomaly,No
INV100535,CUST002860,SVC1601,AGT038,Paid,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,26.16,30,2024,9,27,2024,9,25,2024,10,25,31,No anomaly,No
INV101817,CUST001115,SVC5562,AGT121,Paid,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-B,25,5.02,30,2024,2,11,2024,2,7,2024,3,8,31,No anomaly,No
INV105778,CUST002685,SVC3560,AGT124,Pending,New Connection,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-South,200,38.52,28,2025,1,25,2025,1,23,2025,2,20,29,No anomaly,No
INV103203,CUST001088,SVC9620,AGT143,Pending,Plan Change,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,689.54,31,2024,9,12,2024,9,10,2024,10,11,32,No anomaly,No
INV105490,CUST003459,SVC6920,AGT050,Paid,Recharge,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-North,15,0.95,30,2024,1,2,2023,12,29,2024,1,28,31,No anomaly,No
INV105105,CUST004961,SVC3246,AGT031,Pending,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,779.26,30,2024,3,6,2024,3,3,2024,4,2,31,No anomaly,No
INV104389,CUST004304,SVC2123,AGT024,Pending,New Connection,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-A,200,144.88,31,2025,4,9,2025,4,4,2025,5,5,32,No anomaly,No
INV100136,CUST000691,SVC9266,AGT045,Pending,New Connection,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,46.66,28,2024,5,25,2024,5,24,2024,6,21,29,No anomaly,No
INV100927,CUST002979,SVC5596,AGT090,Pending,Recharge,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-North,75,7.84,28,2024,12,15,2024,12,14,2025,1,11,29,No anomaly,No
INV104299,CUST007713,SVC5485,AGT060,Paid,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,189.7,30,2024,9,21,2024,9,20,2024,10,20,31,No anomaly,No
INV108360,CUST004856,SVC3592,AGT004,Paid,Renewal,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-North,10,2.92,30,2023,12,14,2023,12,13,2024,1,12,31,No anomaly,No
INV104743,CUST007157,SVC4558,AGT050,Pending,Bill Payment,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-North,1000,858.06,28,2023,11,1,2023,10,27,2023,11,24,29,No anomaly,No
INV104099,CUST000512,SVC7970,AGT076,Paid,Plan Change,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-A,40,36.19,30,2024,3,15,2024,3,13,2024,4,12,31,No anomaly,No
INV102952,CUST001904,SVC4822,AGT133,Pending,Renewal,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-East,25,6.63,31,2025,6,17,2025,6,13,2025,7,14,32,Usage mismatch,No
INV100785,CUST005231,SVC7489,AGT029,Paid,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-East,40,37.4,30,2023,12,6,2023,12,5,2024,1,4,31,No anomaly,No
INV104316,CUST002694,SVC3671,AGT049,Pending,Bill Payment,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-East,500,234.95,28,2024,3,22,2024,3,17,2024,4,14,29,No anomaly,No
INV103635,CUST003932,SVC7033,AGT051,Pending,Recharge,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-B,100,32.16,28,2025,1,21,2025,1,20,2025,2,17,29,No anomaly,No
INV108206,CUST006377,SVC6007,AGT034,Paid,Plan Change,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,45.07,30,2024,9,3,2024,9,1,2024,10,1,31,No anomaly,No
INV103666,CUST003165,SVC9095,AGT007,Paid,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,159.09,30,2023,11,12,2023,11,7,2023,12,7,31,No anomaly,No
INV105535,CUST004170,SVC7547,AGT086,Pending,New Connection,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-South,15,10.19,30,2025,3,19,2025,3,14,2025,4,13,31,No anomaly,No
INV100771,CUST005844,SVC1958,AGT077,Pending,Recharge,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-North,500,86.19,30,2024,10,26,2024,10,21,2024,11,20,31,No anomaly,No
INV103846,CUST005233,SVC1498,AGT109,Paid,Recharge,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-A,5,4.7,30,2023,12,7,2023,12,5,2024,1,4,31,No anomaly,No
INV100803,CUST001510,SVC1110,AGT093,Pending,New Connection,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-North,150,29.26,31,2024,8,26,2024,8,23,2024,9,23,32,No anomaly,No
INV102452,CUST000317,SVC3466,AGT136,Paid,Bill Payment,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-South,50,42.45,30,2023,10,6,2023,10,3,2023,11,2,31,No anomaly,No
INV103873,CUST000898,SVC9141,AGT081,Paid,Recharge,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-West,200,55.73,30,2024,7,30,2024,7,25,2024,8,24,31,No anomaly,No
INV104950,CUST006791,SVC8303,AGT046,Pending,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-A,200,171.55,28,2024,7,8,2024,7,4,2024,8,1,29,No anomaly,No
INV104258,CUST004670,SVC7333,AGT002,Paid,Plan Change,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Metro-A,100,9.85,30,2024,5,9,2024,5,7,2024,6,6,31,No anomaly,No
INV105684,CUST001222,SVC3155,AGT061,Paid,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,271.56,30,2023,11,11,2023,11,7,2023,12,7,31,No anomaly,No
INV103416,CUST005346,SVC3986,AGT116,Pending,New Connection,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-West,15,6.06,30,2024,3,12,2024,3,8,2024,4,7,31,No anomaly,No
INV102302,CUST003246,SVC7484,AGT062,Pending,Recharge,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-A,5,1.12,28,2024,5,14,2024,5,13,2024,6,10,29,No anomaly,No
INV105613,CUST002531,SVC1279,AGT117,Pending,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Rural-Zone,500,223.75,30,2023,12,6,2023,12,3,2024,1,2,31,No anomaly,No
INV102067,CUST001823,SVC4834,AGT055,Pending,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Rural-Zone,75,68.53,28,2025,6,14,2025,6,10,2025,7,8,29,No anomaly,No
