Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Leakage,Anomaly_type
INV104923,CUST001442,SVC7048,AGT076,09-11-2023,Paid,Bill Payment,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,08-11-2023,09-12-2023,Metro-B,750,304.39,31,31,No,No anomaly
INV106000,CUST007675,SVC7434,AGT129,01-03-2024,Paid,Renewal,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,27-02-2024,28-03-2024,Metro-A,15,11.27,30,30,Yes,Duplicate entries
INV100263,CUST007896,SVC9281,AGT127,22-03-2025,Paid,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,20-03-2025,17-04-2025,Circle-South,5,3.87,28,28,No,No anomaly
INV107706,CUST007793,SVC7363,AGT025,10-07-2024,Partial,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1427.22,341.6,09-07-2024,06-08-2024,Circle-North,30,9.08,28,28,Yes,Under payment
INV103715,CUST005979,SVC9773,AGT027,14-12-2024,Paid,Renewal,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,09-12-2024,06-01-2025,Rural-Zone,50,28.75,28,28,No,No anomaly
INV100982,CUST000257,SVC7230,AGT016,23-10-2024,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,21-10-2024,18-11-2024,Circle-South,500,152.09,28,28,No,No anomaly
INV106051,CUST004432,SVC8725,AGT119,22-06-2024,Paid,Bill Payment,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,1935,1935,0,18-06-2024,18-07-2024,Rural-Zone,50,23.82,30,30,Yes,Missing charges
INV108040,CUST007865,SVC3268,AGT031,08-04-2024,Partial,New Connection,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,6461.62,5337.2,04-04-2024,02-05-2024,Circle-South,750,257.95,28,28,Yes,Under payment
INV104086,CUST006083,SVC7937,AGT006,20-11-2024,Pending,Plan Change,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,19-11-2024,19-12-2024,Circle-East,10,3.94,30,30,No,No anomaly
INV105147,CUST006412,SVC2417,AGT086,08-07-2025,Paid,Plan Change,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,04-07-2025,03-08-2025,Circle-East,15,4.36,30,30,No,No anomaly
INV102554,CUST001922,SVC4191,AGT074,29-09-2024,Pending,Renewal,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,28-09-2024,26-10-2024,Metro-A,10,4.98,28,28,No,No anomaly
INV100682,CUST006564,SVC9700,AGT122,14-04-2025,Pending,Recharge,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,11-04-2025,12-05-2025,Circle-North,200,12.78,31,31,No,No anomaly
INV109399,CUST000640,SVC1919,AGT139,09-11-2024,Paid,Renewal,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,07-11-2024,05-12-2024,Circle-North,150,316.6,28,28,Yes,Extra data usage
INV107013,CUST004970,SVC9283,AGT059,20-06-2024,Paid,New Connection,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,2049.4,-870.58,19-06-2024,17-07-2024,Metro-B,25,6.25,28,28,Yes,Excess payment
INV107362,CUST000278,SVC2431,AGT045,19-03-2025,Paid,Bill Payment,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,18482.65,-6683.83,15-03-2025,14-04-2025,Circle-East,750,325.6,30,30,Yes,Excess payment
INV107541,CUST002871,SVC3460,AGT051,17-05-2024,Partial,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,1926.78,432.04,16-05-2024,16-06-2024,Rural-Zone,50,6.56,31,31,Yes,Under payment
INV102851,CUST002548,SVC3345,AGT136,15-10-2023,Pending,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,13-10-2023,10-11-2023,Metro-B,200,66.51,28,28,No,No anomaly
INV103025,CUST003178,SVC2538,AGT050,03-06-2024,Pending,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,02-06-2024,30-06-2024,Metro-A,50,22.12,28,28,No,No anomaly
INV107270,CUST000322,SVC6379,AGT081,09-11-2023,Paid,Plan Change,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,20193.1,-8394.28,08-11-2023,09-12-2023,Circle-East,750,43.22,31,31,Yes,Excess payment
INV102509,CUST001626,SVC8967,AGT032,04-08-2024,Paid,Bill Payment,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,01-08-2024,31-08-2024,Circle-East,10,1.29,30,30,No,No anomaly
INV104138,CUST005710,SVC2528,AGT027,18-03-2025,Paid,Bill Payment,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,13-03-2025,12-04-2025,Circle-North,50,34.14,30,30,No,No anomaly
INV106000,CUST003596,SVC8906,AGT009,15-02-2025,Paid,Plan Change,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,10-02-2025,12-03-2025,Circle-West,15,2.22,30,30,Yes,Duplicate entries
INV101725,CUST006563,SVC7563,AGT045,14-02-2024,Pending,New Connection,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,11-02-2024,13-03-2024,Metro-B,25,7.13,31,31,No,No anomaly
INV102217,CUST003443,SVC1518,AGT109,17-11-2024,Pending,Plan Change,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,13-11-2024,14-12-2024,Circle-North,10,4.53,31,31,No,No anomaly
INV104021,CUST007711,SVC2870,AGT005,30-08-2024,Paid,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,25-08-2024,24-09-2024,Circle-North,15,2.18,30,30,No,No anomaly
INV100358,CUST000476,SVC1077,AGT116,18-07-2024,Paid,Renewal,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,15-07-2024,12-08-2024,Rural-Zone,50,14.89,28,28,No,No anomaly
INV102390,CUST000544,SVC8077,AGT056,10-12-2024,Pending,Plan Change,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,06-12-2024,06-01-2025,Circle-North,150,116.05,31,31,No,No anomaly
INV103363,CUST000417,SVC5812,AGT052,23-04-2024,Pending,New Connection,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,18-04-2024,18-05-2024,Metro-A,200,144.24,30,30,No,No anomaly
INV105119,CUST004873,SVC6483,AGT047,03-04-2025,Pending,Renewal,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,31-03-2025,01-05-2025,Circle-West,500,447.61,31,31,No,No anomaly
INV106000,CUST002798,SVC6844,AGT023,09-03-2025,Paid,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,07-03-2025,07-04-2025,Circle-South,25,1.68,31,31,Yes,Duplicate entries
INV103637,CUST003987,SVC3543,AGT046,01-12-2023,Paid,Bill Payment,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,30-11-2023,28-12-2023,Metro-B,75,15.72,28,28,No,No anomaly
INV103206,CUST003246,SVC8141,AGT112,09-11-2024,Paid,Bill Payment,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,08-11-2024,09-12-2024,Circle-West,5,1.58,31,31,No,No anomaly
INV100382,CUST002977,SVC8414,AGT030,08-10-2024,Pending,New Connection,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0,3538.82,05-10-2024,02-11-2024,Circle-West,100,68.08,28,28,No,No anomaly
INV107492,CUST006017,SVC2668,AGT035,10-11-2023,Partial,Renewal,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,13099.23,2239.59,08-11-2023,09-12-2023,Metro-A,1000,126.7,31,31,Yes,Under payment
INV108541,CUST007494,SVC9984,AGT086,22-11-2024,Paid,Bill Payment,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,18-11-2024,16-12-2024,Circle-North,1000,572.89,28,41,Yes,Usage mismatch
INV103857,CUST002741,SVC1454,AGT081,06-10-2024,Pending,New Connection,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,03-10-2024,02-11-2024,Metro-B,30,18.83,30,30,No,No anomaly
INV107253,CUST001572,SVC6679,AGT096,19-07-2024,Paid,Plan Change,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,20364.19,-8565.37,17-07-2024,16-08-2024,Metro-A,750,212.69,30,30,Yes,Excess payment
INV103160,CUST005339,SVC8291,AGT054,19-12-2023,Paid,Recharge,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,16-12-2023,13-01-2024,Circle-East,40,26.24,28,28,No,No anomaly
INV104156,CUST000875,SVC7292,AGT091,22-06-2025,Paid,Plan Change,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,21-06-2025,22-07-2025,Circle-West,50,31.71,31,31,No,No anomaly
INV105859,CUST006010,SVC2315,AGT101,31-01-2024,Paid,Bill Payment,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,30-01-2024,01-03-2024,Circle-South,500,39.92,31,31,No,No anomaly
INV102022,CUST002041,SVC7461,AGT033,13-10-2023,Paid,Plan Change,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,08-10-2023,07-11-2023,Rural-Zone,50,0.16,30,30,No,No anomaly
INV105743,CUST004993,SVC4539,AGT122,12-04-2025,Pending,Renewal,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,07-04-2025,07-05-2025,Metro-B,150,7.15,30,30,No,No anomaly
INV102083,CUST002007,SVC7669,AGT014,08-09-2024,Pending,Plan Change,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,07-09-2024,05-10-2024,Metro-B,200,48.8,28,28,No,No anomaly
INV107890,CUST006975,SVC3563,AGT062,23-07-2024,Partial,Renewal,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,4629.71,10709.11,19-07-2024,16-08-2024,Circle-North,1000,887.87,28,28,Yes,Under payment
INV108838,CUST006699,SVC5649,AGT043,09-04-2025,Paid,Plan Change,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,05-04-2025,05-05-2025,Circle-South,25,61.08,30,30,Yes,Extra data usage
INV106471,CUST004417,SVC6640,AGT051,24-04-2025,Paid,Bill Payment,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2986.57,2986.57,0,22-04-2025,23-05-2025,Metro-B,50,27.14,31,31,Yes,Missing charges
INV100081,CUST000950,SVC7622,AGT132,29-06-2024,Pending,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,28-06-2024,26-07-2024,Rural-Zone,200,47.96,28,28,No,No anomaly
INV104244,CUST006423,SVC1043,AGT114,20-07-2024,Paid,Plan Change,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,18-07-2024,15-08-2024,Circle-North,5,2.38,28,28,No,No anomaly
INV101245,CUST002207,SVC4747,AGT068,12-08-2024,Pending,Recharge,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,08-08-2024,08-09-2024,Rural-Zone,30,22.22,31,31,No,No anomaly
INV106984,CUST007206,SVC1327,AGT027,25-09-2023,Paid,Plan Change,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,3111.29,-752.47,23-09-2023,23-10-2023,Metro-B,50,32.88,30,30,Yes,Excess payment
INV109039,CUST004006,SVC1673,AGT110,12-03-2024,Paid,New Connection,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,11-03-2024,11-04-2024,Metro-B,50,79.04,31,31,Yes,Extra data usage
INV108366,CUST000405,SVC8760,AGT047,29-03-2024,Paid,Recharge,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,24-03-2024,21-04-2024,Metro-A,500,403.37,28,33,Yes,Usage mismatch
INV106733,CUST007930,SVC7759,AGT045,29-06-2024,Paid,Plan Change,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,6114.88,6114.88,0,28-06-2024,28-07-2024,Rural-Zone,150,10.13,30,30,Yes,Missing charges
INV108338,CUST005991,SVC8049,AGT012,13-12-2023,Paid,Renewal,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,09-12-2023,09-01-2024,Metro-B,15,3.54,31,31,Yes,Usage mismatch
INV107544,CUST003929,SVC2919,AGT075,14-06-2024,Partial,Bill Payment,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,253.71,571.11,13-06-2024,13-07-2024,Circle-East,15,3.09,30,30,Yes,Under payment
INV101836,CUST000006,SVC2354,AGT035,22-04-2025,Paid,Plan Change,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,19-04-2025,17-05-2025,Circle-North,15,9.73,28,28,No,No anomaly
INV103808,CUST003586,SVC8357,AGT104,13-06-2024,Pending,Recharge,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,08-06-2024,06-07-2024,Metro-A,50,2.68,28,28,No,No anomaly
INV104255,CUST003447,SVC2922,AGT095,07-09-2024,Pending,New Connection,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,02-09-2024,03-10-2024,Circle-East,1000,354.19,31,31,No,No anomaly
INV106367,CUST006342,SVC9356,AGT095,29-06-2025,Paid,Bill Payment,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1345.88,1345.88,0,27-06-2025,25-07-2025,Metro-A,40,31.88,28,28,Yes,Missing charges
INV104494,CUST007323,SVC4412,AGT006,26-10-2023,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,24-10-2023,23-11-2023,Circle-West,40,24.89,30,30,No,No anomaly
INV105213,CUST002853,SVC8795,AGT038,01-07-2024,Paid,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,27-06-2024,25-07-2024,Circle-West,30,17.08,28,28,No,No anomaly
INV106061,CUST006612,SVC3347,AGT104,05-02-2025,Paid,Plan Change,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2038.34,2038.34,0,04-02-2025,06-03-2025,Circle-South,50,6.86,30,30,Yes,Missing charges
INV106596,CUST000146,SVC1657,AGT138,27-07-2024,Paid,Renewal,Cash,Youth Special,Prepaid,599,107.82,706.82,625.86,625.86,0,25-07-2024,25-08-2024,Circle-West,10,6.08,31,31,Yes,Missing charges
INV103899,CUST005745,SVC3730,AGT129,21-11-2024,Paid,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,18-11-2024,19-12-2024,Circle-South,150,47.73,31,31,No,No anomaly
INV106080,CUST001981,SVC1783,AGT044,17-12-2023,Paid,Bill Payment,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,3863.51,3863.51,0,15-12-2023,14-01-2024,Circle-East,75,41.51,30,30,Yes,Missing charges
INV105857,CUST006909,SVC7298,AGT149,19-03-2025,Pending,Plan Change,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,0,470.82,15-03-2025,12-04-2025,Circle-East,5,3.79,28,28,No,No anomaly
INV100741,CUST000934,SVC4714,AGT031,08-12-2023,Paid,Bill Payment,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,07-12-2023,07-01-2024,Circle-South,100,32.08,31,31,No,No anomaly
INV107117,CUST003515,SVC3827,AGT143,22-04-2024,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1888.98,-356.16,18-04-2024,18-05-2024,Rural-Zone,40,3.62,30,30,Yes,Excess payment
INV107099,CUST005088,SVC4537,AGT087,20-01-2025,Paid,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,8826.13,-2927.31,17-01-2025,14-02-2025,Metro-B,200,101.35,28,28,Yes,Excess payment
INV104956,CUST005885,SVC4829,AGT011,23-10-2023,Paid,Recharge,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,19-10-2023,16-11-2023,Circle-East,5,0.97,28,28,No,No anomaly
INV104764,CUST003884,SVC4325,AGT016,18-06-2024,Pending,Recharge,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,14-06-2024,15-07-2024,Circle-North,500,353.68,31,31,No,No anomaly
INV100036,CUST007524,SVC8541,AGT090,03-08-2024,Paid,Renewal,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,30-07-2024,29-08-2024,Rural-Zone,150,28.44,30,30,No,No anomaly
INV105367,CUST001001,SVC6346,AGT033,22-07-2024,Pending,Renewal,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,0,824.82,18-07-2024,17-08-2024,Circle-East,15,8.56,30,30,No,No anomaly
INV101831,CUST005773,SVC1821,AGT101,11-06-2025,Pending,Renewal,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,07-06-2025,07-07-2025,Circle-East,25,22.02,30,30,No,No anomaly
INV106418,CUST003774,SVC1943,AGT079,21-07-2025,Paid,Recharge,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,1841.8,1841.8,0,16-07-2025,15-08-2025,Circle-North,50,0.98,30,30,Yes,Missing charges
INV107553,CUST005440,SVC9792,AGT133,15-10-2023,Partial,Renewal,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,229.05,241.77,14-10-2023,14-11-2023,Rural-Zone,5,4.52,31,31,Yes,Under payment
INV100623,CUST007140,SVC7068,AGT119,30-12-2024,Pending,New Connection,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,28-12-2024,25-01-2025,Circle-West,150,26.35,28,28,No,No anomaly
INV108298,CUST003651,SVC4860,AGT058,19-03-2024,Paid,Bill Payment,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,17-03-2024,16-04-2024,Circle-South,50,18.84,30,27,Yes,Usage mismatch
INV103339,CUST004919,SVC3705,AGT063,22-12-2024,Paid,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,20-12-2024,17-01-2025,Circle-South,750,15.2,28,28,No,No anomaly
INV107940,CUST002916,SVC7807,AGT120,30-01-2025,Partial,Renewal,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1240.85,527.97,27-01-2025,27-02-2025,Rural-Zone,30,23.48,31,31,Yes,Under payment
INV104828,CUST004749,SVC7251,AGT087,27-08-2024,Paid,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,26-08-2024,25-09-2024,Circle-South,500,199.39,30,30,No,No anomaly
INV107604,CUST003112,SVC6178,AGT111,16-11-2023,Partial,Bill Payment,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,6681.88,5116.94,14-11-2023,12-12-2023,Circle-South,750,146.12,28,28,Yes,Under payment
INV109213,CUST004296,SVC2514,AGT063,22-09-2023,Paid,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,19-09-2023,19-10-2023,Rural-Zone,75,111.56,30,30,Yes,Extra data usage
INV101028,CUST000866,SVC3130,AGT057,09-05-2025,Paid,Renewal,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,05-05-2025,02-06-2025,Circle-South,1000,805.42,28,28,No,No anomaly
INV107540,CUST007666,SVC4893,AGT043,20-11-2024,Partial,Plan Change,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,304.46,166.36,16-11-2024,14-12-2024,Circle-East,5,1.12,28,28,Yes,Under payment
INV106000,CUST000684,SVC7024,AGT005,27-03-2025,Paid,Recharge,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,24-03-2025,21-04-2025,Rural-Zone,50,44.35,28,28,Yes,Duplicate entries
INV106000,CUST001850,SVC3007,AGT118,13-04-2024,Paid,Renewal,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,10-04-2024,08-05-2024,Circle-East,75,67.58,28,28,Yes,Duplicate entries
INV102653,CUST003677,SVC1931,AGT081,29-12-2024,Pending,Plan Change,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,25-12-2024,25-01-2025,Metro-B,1000,552.55,31,31,No,No anomaly
INV100227,CUST003736,SVC7114,AGT016,27-04-2024,Paid,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,25-04-2024,25-05-2024,Circle-West,500,103.89,30,30,No,No anomaly
INV104651,CUST000017,SVC3973,AGT097,16-05-2025,Pending,Plan Change,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,14-05-2025,13-06-2025,Circle-West,25,16.14,30,30,No,No anomaly
INV102981,CUST000055,SVC3870,AGT082,21-03-2025,Paid,Renewal,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,18-03-2025,18-04-2025,Circle-East,30,15.25,31,31,No,No anomaly
INV100777,CUST007552,SVC8900,AGT070,27-08-2024,Paid,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,25-08-2024,25-09-2024,Rural-Zone,1000,57.17,31,31,No,No anomaly
INV108821,CUST007028,SVC6630,AGT035,01-08-2025,Paid,Bill Payment,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,31-07-2025,28-08-2025,Metro-A,75,167.1,28,28,Yes,Extra data usage
INV107872,CUST001487,SVC2835,AGT105,06-06-2025,Partial,Bill Payment,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,7709.26,4089.56,03-06-2025,03-07-2025,Metro-B,750,475.5,30,30,Yes,Under payment
INV100478,CUST003215,SVC2169,AGT140,20-08-2025,Paid,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,18-08-2025,17-09-2025,Metro-B,30,7.6,30,30,No,No anomaly
INV108744,CUST000800,SVC8322,AGT038,08-04-2024,Paid,Bill Payment,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,05-04-2024,03-05-2024,Rural-Zone,30,12.97,28,20,Yes,Usage mismatch
INV106365,CUST001686,SVC3994,AGT073,07-02-2025,Paid,Recharge,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,3524.94,3524.94,0,06-02-2025,08-03-2025,Circle-North,75,4.81,30,30,Yes,Missing charges
INV104061,CUST002894,SVC1976,AGT075,24-02-2024,Paid,Recharge,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,22-02-2024,21-03-2024,Metro-B,75,51,28,28,No,No anomaly
INV106283,CUST005108,SVC4015,AGT130,05-05-2024,Paid,Recharge,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,5584.48,5584.48,0,01-05-2024,31-05-2024,Metro-B,150,128.22,30,30,Yes,Missing charges
INV100831,CUST001294,SVC5485,AGT138,13-08-2025,Paid,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,12-08-2025,09-09-2025,Metro-A,200,168.25,28,28,No,No anomaly
INV106360,CUST000242,SVC9877,AGT088,13-11-2024,Paid,Recharge,UPI,Family Pack,Postpaid,1499,269.82,1768.82,2166.45,2166.45,0,11-11-2024,12-12-2024,Circle-South,30,10.44,31,31,Yes,Missing charges
INV106693,CUST004808,SVC2793,AGT069,26-03-2025,Paid,Plan Change,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,667.14,667.14,0,22-03-2025,21-04-2025,Rural-Zone,5,0.75,30,30,Yes,Missing charges
INV100802,CUST005233,SVC4654,AGT059,02-10-2024,Paid,Recharge,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,28-09-2024,28-10-2024,Metro-B,150,131.09,30,30,No,No anomaly
INV108825,CUST001179,SVC7334,AGT020,08-06-2024,Paid,Recharge,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,03-06-2024,03-07-2024,Circle-South,25,47.08,30,30,Yes,Extra data usage
INV107746,CUST002133,SVC5413,AGT149,27-10-2023,Partial,New Connection,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,2385.5,1153.32,22-10-2023,21-11-2023,Circle-East,100,19.66,30,30,Yes,Under payment
INV100874,CUST005514,SVC9990,AGT120,29-08-2024,Paid,Plan Change,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,25-08-2024,24-09-2024,Metro-A,200,57.26,30,30,No,No anomaly
INV101580,CUST005924,SVC1497,AGT022,03-03-2025,Paid,Renewal,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,02-03-2025,01-04-2025,Rural-Zone,50,40.99,30,30,No,No anomaly
INV103471,CUST003559,SVC4832,AGT149,03-07-2025,Pending,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,01-07-2025,01-08-2025,Circle-West,500,474.09,31,31,No,No anomaly
INV106835,CUST001161,SVC9926,AGT006,15-05-2025,Paid,Plan Change,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,7430.76,-2711.94,13-05-2025,10-06-2025,Circle-South,150,116.53,28,28,Yes,Excess payment
INV107221,CUST004106,SVC9459,AGT001,11-08-2025,Paid,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,1009.39,-302.57,10-08-2025,10-09-2025,Metro-B,10,9.44,31,31,Yes,Excess payment
INV101185,CUST002534,SVC3317,AGT089,03-08-2025,Paid,Recharge,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,31-07-2025,31-08-2025,Metro-B,100,92.18,31,31,No,No anomaly
